id	kloeke	place	province	country	dictionary	point
601	L373p	Roosteren	Lb	NL		51.0949, 5.8295
602	L374p	Thorn	Lb	NL		51.1705, 5.85552
603	L375p	Wessem	Lb	NL		51.17, 5.88874
604	L376p	Linne	Lb	NL		51.1673, 5.94672
605	L377a	Sint Joost	Lb	NL		51.1239, 5.90062
606	L377p	Maasbracht	Lb	NL		51.1463, 5.90136
607	L378p	Stevensweert	Lb	NL		51.1418, 5.8577
608	L378q	Berkelaar	Lb	NL		51.1346, 5.87943
609	L379p	Laak	Lb	NL		51.1319, 5.84224
610	L380p	Oh	Lb	NL		51.1209, 5.85353
611	L381a	Putbroek	Lb	NL		51.1188, 5.98278
612	L381b	Peij	Lb	NL		51.1064, 5.9029
613	L381c	Diergaarde	Lb	NL		51.0968, 5.96566
614	L381p	Echt	Lb	NL		51.1146, 5.87575
615	L382p	Montfort	Lb	NL		51.1389, 5.95083
616	L383p	Melick	Lb	NL		51.1669, 6.02109
617	L384p	Herkenbosch	Lb	NL		51.162, 6.06762
618	L385p	Sint Odilienberg	Lb	NL		51.1533, 6.00801
619	L386p	Vlodrop	Lb	NL		51.1425, 6.08369
620	L387p	Posterholt	Lb	NL		51.13, 6.04337
621	L413p	Helchteren	BeLb	BE		51.0689, 5.39979
622	L414p	Houthalen	BeLb	BE		51.0424, 5.38693
623	L415a	Dorne	BeLb	BE		51.0617, 5.64714
624	L415p	Opoeteren	BeLb	BE		51.081, 5.66308
625	L416p	Opglabbeek	BeLb	BE		51.0553, 5.59813
626	L417p	As	BeLb	BE		51.0216, 5.60094
627	L418p	Niel-bij-As	BeLb	BE		51.0303, 5.61928
628	L419a	Heppeneert	BeLb	BE		51.0781, 5.79569
629	L419p	Elen	BeLb	BE		51.0795, 5.77343
630	L420p	Rotem	BeLb	BE		51.0618, 5.74063
631	L421p	Dilsen	BeLb	BE		51.0456, 5.74793
632	L422p	Lanklaar	BeLb	BE		51.0306, 5.74138
633	L423a	Booien	BeLb	BE		51.035, 5.75477
634	L424p	Meeswijk	BeLb	BE		51.0147, 5.7546
635	L425p	Grevenbicht / Papenhoven	Lb	NL		51.0508, 5.78308
636	L426p	Buchten	Lb	NL		51.0547, 5.81724
637	L426z	Holtum	Lb	NL		51.0683, 5.8337
638	L427p	Obbicht	Lb	NL		51.0414, 5.79586
639	L427z	Nattenhoven	Lb	NL		51.0255, 5.80165
640	L428p	Born	Lb	NL		51.0428, 5.82109
641	L429a	Berg	Lb	NL		51.0171, 5.78724
642	L429p	Guttecoven	Lb	NL		51.0275, 5.82638
643	L430p	Einighausen	Lb	NL		51.0154, 5.83319
644	L431p	Dieteren	Lb	NL		51.0888, 5.85568
645	L432a	Koningsbosch	Lb	NL		51.0734, 5.96339
646	L432p	Susteren	Lb	NL		51.0732, 5.86096
647	L433p	Nieuwstadt	Lb	NL		51.0514, 5.86469
648	L434a	Broeksittard	Lb	NL		51.0201, 5.896
649	L434p	Limbricht	Lb	NL		51.0293, 5.84568
650	O066a	Asse-Ter-Heide	BeBr	BE		50.9189, 4.1752
651	O069a	Peizegem	BeBr	BE		50.98, 4.2373
652	O070a	Impde	BeBr	BE		50.9696, 4.32742
653	O070b	Westrode	BeBr	BE		50.9916, 4.34371
654	O071p	Mazenzele	BeBr	BE		50.9371, 4.18755
655	O159p	Strijtem	BeBr	BE		50.8355, 4.13356
656	O165p	Wemmel	BeBr	BE		50.9047, 4.3225
657	O167p	Sint-Ulriks-Kapelle	BeBr	BE		50.8777, 4.23836
658	O168p	Bekkerzeel	BeBr	BE		50.8808, 4.26046
659	O169p	Zellik	BeBr	BE		50.8806, 4.28166
660	O171p	Sint-Martens-Bodegem	BeBr	BE		50.8562, 4.23397
661	O172p	Groot-Bijgaarden	BeBr	BE		50.8673, 4.28641
662	O173a	Koekelberg	BeBr	BE		50.8517, 4.34883
663	O174p	Ganshoren	BeBr	BE		50.8643, 4.32983
664	O175p	Schepdaal	BeBr	BE		50.831, 4.21294
665	O176p	Itterbeek	BeBr	BE		50.8332, 4.2695
666	O178a	Sint-Jans-Molenbeek	BeBr	BE		50.8425, 4.33131
667	O178p	Anderlecht	BeBr	BE		50.8324, 4.32662
668	O245p	Sint-Martens-Lennik	BeBr	BE		50.8087, 4.19481
669	O246p	Gaasbeek	BeBr	BE		50.7961, 4.21333
670	O249p	Sint-Laureins-Berchem	BeBr	BE		50.7834, 4.22201
671	O250a	Zuun	BeBr	BE		50.774, 4.30632
672	O252p	Drogenbos	BeBr	BE		50.7824, 4.33662
673	O254a	Breedhout	BeBr	BE		50.7579, 4.22314
674	O254p	Oudenaken	BeBr	BE		50.7729, 4.22326
675	O268p	Flobecq	BeHe	BE		50.7282, 3.77641
676	O270p	Les-Deux-Acren	BeHe	BE		50.7286, 3.8766
677	O278p	Bellingen	BeBr	BE		50.7415, 4.17786
678	O279p	Sint-Renelde	BeBr	BE		50.7008, 4.1853
679	O280p	Bierk	BeBr	BE		50.6968, 4.16381
680	O281a	Mark	BeBr	BE		50.6924, 4.04956
681	O286a	Essenbeek	BeBr	BE		50.7156, 4.27036
682	O288p	Huizingen	BeBr	BE		50.7402, 4.29777
683	O290p	Lembeek	BeBr	BE		50.7082, 4.24403
684	P001p	Nieuwenrode	BeBr	BE		50.9844, 4.34832
685	P002p	Humbeek	BeBr	BE		50.97, 4.37678
686	P003p	Beigem	BeBr	BE		50.9543, 4.36331
687	P004a	Hellebeek	BeBr	BE		50.9266, 4.36392
688	P004p	Grimbergen	BeBr	BE		50.9373, 4.37109
689	P005p	Zemst	BeBr	BE		50.9879, 4.45937
690	P007p	Weerde	BeBr	BE		50.9784, 4.47882
691	P008p	Eppegem	BeBr	BE		50.9657, 4.4534
692	P009p	Elewijt	BeBr	BE		50.9638, 4.49392
693	P010p	Vilvoorde	BeBr	BE		50.9331, 4.42545
694	P011p	Peutie	BeBr	BE		50.9317, 4.45409
695	P012p	Perk	BeBr	BE		50.9383, 4.49441
696	P013p	Melsbroek	BeBr	BE		50.9257, 4.47493
697	P014a	Schiplaken	BeBr	BE		50.9887, 4.52011
698	P014p	Hever	BeBr	BE		50.998, 4.55847
699	P015p	Boortmeerbeek	BeBr	BE		50.9853, 4.57697
700	P016p	Haacht	BeBr	BE		50.9798, 4.64126
701	P017p	Wespelaar	BeBr	BE		50.9617, 4.6307
702	P018p	Kampenhout	BeBr	BE		50.9487, 4.55442
703	P019p	Nederokkerzeel	BeBr	BE		50.9267, 4.56863
704	P020p	Buken	BeBr	BE		50.9395, 4.61626
705	P021p	Tildonk	BeBr	BE		50.9478, 4.64474
706	P022p	Tremelo	BeBr	BE		50.9939, 4.70525
707	P023p	Baal	BeBr	BE		50.9983, 4.75113
708	P024p	Betekom	BeBr	BE		50.9913, 4.78136
709	P025p	Aarschot	BeBr	BE		50.9868, 4.82982
710	P026p	Werchter	BeBr	BE		50.9739, 4.69419
711	P027p	Rotselaar	BeBr	BE		50.9541, 4.71127
712	P028p	Wezemaal	BeBr	BE		50.954, 4.7552
713	P029p	Gelrode	BeBr	BE		50.9698, 4.79942
714	P030a	Putkapel	BeBr	BE		50.9402, 4.73269
715	P030p	Holsbeek	BeBr	BE		50.9257, 4.75361
716	P031p	Kortrijk-Dutsel	BeBr	BE		50.9297, 4.80437
717	P032p	Sint-Pieters-Rode	BeBr	BE		50.9416, 4.82149
718	P033p	Langdorp	BeBr	BE		51.0029, 4.86866
719	P034p	Messelbroek	BeBr	BE		50.9988, 4.93984
720	P035a	Scherpenheuvel	BeBr	BE		50.9862, 4.98096
721	P035b	Schoonderbuken	BeBr	BE		50.9696, 4.95691
722	P035p	Rillaar	BeBr	BE		50.979, 4.89658
723	P036p	Nieuwrode	BeBr	BE		50.9548, 4.83909
724	P037p	Houwaart	BeBr	BE		50.9387, 4.86395
725	P039a	Wersbeek	BeBr	BE		50.9348, 4.98684
726	P039p	Molenbeek	BeBr	BE		50.9284, 4.94447
727	P040p	Bekkevoort	BeBr	BE		50.9494, 4.97487
728	P041a	Webbekom	BeBr	BE		50.9778, 5.07189
729	P041p	Diest	BeBr	BE		50.9871, 5.05355
730	P042a	Kaggevinne	BeBr	BE		50.9823, 5.02198
731	P042p	Assent	BeBr	BE		50.9583, 5.02168
732	P043p	Waanrode	BeBr	BE		50.9284, 5.016
733	P044p	Zelem	BeLb	BE		50.9841, 5.11284
734	P046p	Linkhout	BeLb	BE		50.972, 5.13858
735	P047p	Loksbergen	BeLb	BE		50.9422, 5.07509
736	P048p	Halen	BeLb	BE		50.9623, 5.1179
737	P050p	Herk-De-Stad	BeLb	BE		50.9468, 5.17228
738	P051a	Bolderberg	BeLb	BE		50.9959, 5.27381
739	P051p	Lummen	BeLb	BE		50.9967, 5.18686
740	P052p	Schulen	BeLb	BE		50.964, 5.18306
741	P053p	Berbroek	BeLb	BE		50.9556, 5.20629
742	P054p	Spalbeek	BeLb	BE		50.9547, 5.22949
743	P055p	Kermt	BeLb	BE		50.9501, 5.26109
744	P056p	Stokrooie	BeLb	BE		50.975, 5.2862
745	P057p	Kuringen	BeLb	BE		50.9595, 5.30055
746	P058a	Schakkebroek	BeLb	BE		50.9276, 5.21084
747	P058p	Stevoort	BeLb	BE		50.9276, 5.25079
748	P059p	Strombeek Bever	BeBr	BE		50.9131, 4.35485
749	P060a	Evere	BeBr	BE		50.884, 4.40626
750	P060p	Nederoverheembeek	BeBr	BE		50.8985, 4.39363
751	P062p	Diegem	BeBr	BE		50.9007, 4.43549
752	P063p	Zaventem	BeBr	BE		50.8858, 4.47374
753	P064p	Laken	BeBr	BE		50.8851, 4.35498
754	P065a	Schaarbeek	BeBr	BE		50.8643, 4.37219
755	P065b	Sint-Joost-Ten-Node	BeBr	BE		50.8538, 4.37981
756	P065c	Elsene	BeBr	BE		50.8378, 4.36736
757	P065p	Brussel	BeBr	BE		50.8491, 4.37499
758	P066a	Etterbeek	BeBr	BE		50.8417, 4.39041
759	P066p	Sint-Stevens-Woluwe	BeBr	BE		50.874, 4.4518
760	P067p	Sint-Pieters-Woluwe	BeBr	BE		50.839, 4.43725
761	P068p	Sint-Lambrechts-Woluwe	BeBr	BE		50.8493, 4.44097
762	P069a	Kraainem	BeBr	BE		50.8673, 4.47115
763	P069b	Stokkel	BeBr	BE		50.8433, 4.47113
764	P069p	Wezembeek-Oppem	BeBr	BE		50.8584, 4.48315
765	P070p	Steenokkerzeel	BeBr	BE		50.9129, 4.52054
766	P071p	Nossegem	BeBr	BE		50.8845, 4.51122
767	P072p	Sterrebeek	BeBr	BE		50.8662, 4.52043
768	P073p	Erps-Kwerps	BeBr	BE		50.9079, 4.56206
769	P074p	Veltem-Beisem	BeBr	BE		50.9047, 4.6336
770	P075p	Winksele	BeBr	BE		50.901, 4.65042
771	P076p	Kortenberg	BeBr	BE		50.8904, 4.54808
772	P077p	Everberg	BeBr	BE		50.884, 4.57727
773	P078p	Meerbeek	BeBr	BE		50.8889, 4.59837
774	P079p	Bertem	BeBr	BE		50.8676, 4.63618
775	P080p	Vossem	BeBr	BE		50.8393, 4.56082
776	P081p	Leefdaal	BeBr	BE		50.8527, 4.59308
777	P082p	Korbeek-Dijle	BeBr	BE		50.8449, 4.64245
778	P083p	Oud-Heverlee	BeBr	BE		50.8425, 4.66366
779	P084p	Herent	BeBr	BE		50.914, 4.67685
780	P085p	Wilsele	BeBr	BE		50.9026, 4.70118
781	P086p	Kessel-Lo	BeBr	BE		50.8975, 4.73921
782	P088p	Leuven	BeBr	BE		50.8826, 4.69458
783	P089p	Heverlee	BeBr	BE		50.8696, 4.70068
784	P090p	Korbeek-Lo	BeBr	BE		50.8665, 4.76969
785	P091p	Pellenberg	BeBr	BE		50.8764, 4.80455
786	P092p	Lovenjoel	BeBr	BE		50.8588, 4.7895
787	P093p	Sint-Joris-Winge	BeBr	BE		50.9182, 4.88145
788	P094p	Lubbeek	BeBr	BE		50.8872, 4.84482
789	P095p	Binkom	BeBr	BE		50.8774, 4.88682
790	P096a	Meensel	BeBr	BE		50.9061, 4.90623
791	P096b	Kiezegem	BeBr	BE		50.9129, 4.8963
792	P096p	Attenrode	BeBr	BE		50.8841, 4.93011
793	P098p	Kersbeek	BeBr	BE		50.894, 5.00198
794	P099a	Wever	BeBr	BE		50.866, 4.92339
795	P099b	Zuurbemde	BeBr	BE		50.884, 4.97644
796	P099p	Glabbeek	BeBr	BE		50.8798, 4.95036
797	P100p	Hoeleden	BeBr	BE		50.8737, 4.99131
798	P102a	Butsel	BeBr	BE		50.8526, 4.85803
799	P102p	Boutersem	BeBr	BE		50.8488, 4.84084
800	P103p	Roosbeek	BeBr	BE		50.8414, 4.86702
801	P104a	Sint-Martens-Vissenaken	BeBr	BE		50.842, 4.93102
802	P104p	Sint-Pieters-Vissenaken	BeBr	BE		50.8507, 4.91518
803	P105b	Stok	BeBr	BE		50.8569, 4.99884
804	P105p	Bunsbeek	BeBr	BE		50.8511, 4.94964
805	P106a	Miskom	BeBr	BE		50.9038, 5.03246
806	P106p	Kortenaken	BeBr	BE		50.9151, 5.06295
807	P107a	Rummen	BeBr	BE		50.8976, 5.1661
808	P107p	Geetbets	BeBr	BE		50.8965, 5.11977
809	P108a	Ransberg	BeBr	BE		50.8811, 5.04742
810	P108p	Grazen	BeBr	BE		50.8794, 5.13169
811	P109a	Terweiden	BeBr	BE		50.8682, 5.13077
812	P109b	Hogen	BeBr	BE		50.8831, 5.09619
813	P109p	Budingen	BeBr	BE		50.8713, 5.10809
814	P110p	Neerlinter	BeBr	BE		50.8489, 5.0255
815	P111p	Drieslinter	BeBr	BE		50.8527, 5.0496
816	P112p	Zoutleeuw	BeBr	BE		50.8429, 5.10284
817	P113p	Binderveld	BeLb	BE		50.8676, 5.16575
818	P114p	Runkelen	BeLb	BE		50.857, 5.15152
819	P115p	Duras	BeLb	BE		50.8436, 5.14568
820	P116p	Gorsem	BeLb	BE		50.8377, 5.17278
821	P118a	Wijer	BeLb	BE		50.9064, 5.22768
822	P118b	Kortenbos	BeLb	BE		50.8662, 5.24605
823	P118p	Kozen	BeLb	BE		50.8852, 5.24451
824	P119p	Sint-Lambrechts-Herk	BeLb	BE		50.9096, 5.30558
825	P120p	Alken	BeLb	BE		50.8909, 5.31054
826	P121p	Ulbeek	BeLb	BE		50.8529, 5.30617
827	P122a	Sint-Gillis	BeBr	BE		50.8307, 4.34241
828	P122p	Ukkel	BeBr	BE		50.8036, 4.34204
829	P123a	Sint-Job	BeBr	BE		50.7941, 4.36242
830	P123p	Watermaal	BeBr	BE		50.8122, 4.40089
831	P124a	Bosvoorde	BeBr	BE		50.7968, 4.41745
832	P124p	Oudergem	BeBr	BE		50.8181, 4.42734
833	P125p	Linkebeek	BeBr	BE		50.7721, 4.34324
834	P126b	Jezus-Eik	BeBr	BE		50.7979, 4.48383
835	P126p	Hoeilaart	BeBr	BE		50.7701, 4.47061
836	P127a	Ijzer	BeBr	BE		50.8053, 4.54716
837	P127p	Tervuren	BeBr	BE		50.8278, 4.51672
838	P129p	Neerijse	BeBr	BE		50.8208, 4.63349
839	P130a	Loonbeek	BeBr	BE		50.811, 4.61052
840	P130p	Sint-Joris-Weert	BeBr	BE		50.8092, 4.66123
841	P131p	Huldenberg	BeBr	BE		50.7946, 4.58571
842	P132p	Sint-Agatha-Rode	BeBr	BE		50.7934, 4.63689
843	P133a	Terlanen	BeBr	BE		50.7739, 4.60672
844	P133b	Tombeek	BeBr	BE		50.759, 4.56962
845	P133p	Overijse	BeBr	BE		50.7762, 4.53834
846	P134p	Maleizen	BeBr	BE		50.7549, 4.51662
847	P135p	Ottenburg	BeBr	BE		50.7575, 4.62076
848	P136a	Vaalbeek	BeBr	BE		50.8309, 4.69387
849	P136p	Blanden	BeBr	BE		50.8282, 4.72197
850	P137a	Haasrode	BeBr	BE		50.8345, 4.7332
851	P137p	Bierbeek	BeBr	BE		50.83, 4.7687
852	P138p	Neervelp	BeBr	BE		50.8253, 4.81946
853	P139a	Honsem	BeBr	BE		50.8032, 4.83105
854	P139p	Opvelp	BeBr	BE		50.8118, 4.80241
855	P140p	Hamme-Mille	WaBr	BE		50.7859, 4.72749
856	P143a	Vertrijk	BeBr	BE		50.8348, 4.83904
857	P143p	Willebringen	BeBr	BE		50.8161, 4.84861
858	P144p	Kumtich	BeBr	BE		50.8254, 4.89378
859	P145p	Tienen	BeBr	BE		50.8153, 4.94555
860	P146p	Sint-Margriete-Houtem	BeBr	BE		50.8343, 4.94636
861	P147p	Oplinter	BeBr	BE		50.8345, 5.0005
862	P149a	Hoksem	BeBr	BE		50.809, 4.86591
863	P149p	Oorbeek	BeBr	BE		50.8064, 4.89939
864	P150p	Hakendover	BeBr	BE		50.8033, 4.99043
865	P152p	Hoegaarden	BeBr	BE		50.7814, 4.89769
866	P154a	Bost	BeBr	BE		50.7941, 4.9492
867	P154p	Outgaarden	BeBr	BE		50.776, 4.93265
868	P155p	Goetsenhoven	BeBr	BE		50.7761, 4.9592
869	P157a	Wommersom	BeBr	BE		50.8187, 5.0277
870	P157p	Melkwezer	BeBr	BE		50.8288, 5.06651
871	P158p	Helen	BeBr	BE		50.8267, 5.0931
872	P159p	Orsmaal-Gussenhoven	BeBr	BE		50.8116, 5.07155
873	P160p	Dormaal	BeBr	BE		50.8152, 5.1104
874	P161a	Booienhoven	BeBr	BE		50.8295, 5.12458
875	P162a	Wange	BeBr	BE		50.791, 5.03874
876	P162p	Eliksem	BeBr	BE		50.7897, 5.02006
877	P163p	Overhespen	BeBr	BE		50.8013, 5.04555
878	P164p	Neerhespen	BeBr	BE		50.8007, 5.06277
879	P165p	Neerlanden	BeBr	BE		50.7839, 5.08747
880	P166p	Ezemaal	BeBr	BE		50.7815, 5.01176
881	P168p	Neerwinden	BeBr	BE		50.7742, 5.05017
882	P169a	Rumsdorp	BeBr	BE		50.7718, 5.08509
883	P169p	Attenhoven	BeBr	BE		50.7752, 5.10277
884	P170p	Overwinden	BeBr	BE		50.7602, 5.05715
885	P172p	Wilderen	BeLb	BE		50.8283, 5.15215
886	P173p	Halmaal	BeLb	BE		50.8159, 5.16304
887	P174p	Velm	BeLb	BE		50.7862, 5.13958
888	P175p	Gingelom	BeLb	BE		50.7598, 5.13874
889	P176a	Melveren	BeLb	BE		50.8425, 5.21215
890	P176b	Bevingen	BeLb	BE		50.8085, 5.1862
891	P176p	Sint-Truiden	BeLb	BE		50.8222, 5.18762
892	P177a	Ordingen	BeLb	BE		50.8188, 5.23783
893	P177p	Zepperen	BeLb	BE		50.8301, 5.25502
894	P178p	Brustem	BeLb	BE		50.8067, 5.22704
895	P182p	Buvingen	BeLb	BE		50.7592, 5.18445
896	P183p	Mielen-Boven-Aalst	BeLb	BE		50.7636, 5.21638
897	P184p	Groot-Gelmen	BeLb	BE		50.7818, 5.27138
898	P185p	Engelmanshoven	BeLb	BE		50.7818, 5.26302
899	P186p	Gelinden	BeLb	BE		50.7705, 5.26502
900	P187a	Kuttekoven	BeLb	BE		50.817, 5.33772
901	P187p	Berlingen	BeLb	BE		50.8267, 5.31212
902	P188p	Hoepertingen	BeLb	BE		50.8195, 5.29048
903	P190p	Gotem	BeLb	BE		50.8105, 5.31461
904	P191p	Hendrieken	BeLb	BE		50.8052, 5.33233
905	P192p	Voort	BeLb	BE		50.7993, 5.31856
906	P193p	Mettekoven	BeLb	BE		50.7905, 5.29398
907	P194p	Klein-Gelmen	BeLb	BE		50.7799, 5.28171
908	P195p	Gutschoven	BeLb	BE		50.7799, 5.32252
909	P197p	Heers	BeLb	BE		50.76, 5.30584
910	P198p	Sint-Genesius-Rode	BeBr	BE		50.7457, 4.35022
911	P199p	Alsemberg	BeBr	BE		50.736, 4.34159
912	P210a	Walsbets	BeBr	BE		50.7444, 5.09313
913	P210p	Raatshoven	BeBr	BE		50.7467, 5.03612
914	P211a	Wezeren	BeBr	BE		50.7376, 5.11528
915	P211p	Waasmont	BeBr	BE		50.7359, 5.07501
916	P212p	Walshoutem	BeBr	BE		50.7263, 5.10159
917	P213p	Niel-Bij-Sint-Truiden	BeLb	BE		50.7476, 5.15256
918	P214p	Montenaken	BeLb	BE		50.7286, 5.13891
919	P215p	Kortijs	BeLb	BE		50.713, 5.1601
920	P218p	Borlo	BeLb	BE		50.7471, 5.1904
921	P219a	Heiselt	BeLb	BE		50.7393, 5.23661
922	P219p	Jeuk	BeLb	BE		50.7443, 5.22235
923	P220p	Mechelen-Bovelingen	BeLb	BE		50.7478, 5.26508
924	P221p	Batsheers	BeLb	BE		50.7466, 5.28474
925	P222p	Opheers	BeLb	BE		50.7469, 5.30488
926	P223p	Rukkelingen-Loon	BeLb	BE		50.735, 5.25922
927	P224p	Boekhout	BeLb	BE		50.7537, 5.23558
928	P227p	Vorsen	BeLb	BE		50.7106, 5.17926
929	Q001a	Oud-Winterslag	BeLb	BE		50.9972, 5.50055
930	Q001p	Zonhoven	BeLb	BE		50.9938, 5.37458
931	Q002a	Godschei	BeLb	BE		50.9489, 5.39877
932	Q002b	Kiewit	BeLb	BE		50.9679, 5.36471
933	Q002c	Bokrijk	BeLb	BE		50.9592, 5.43481
934	Q003a	Oud-Waterschei	BeLb	BE		51.0055, 5.56727
935	Q003p	Genk	BeLb	BE		50.9688, 5.51726
936	Q004p	Gelieren Bret	BeLb	BE		50.9806, 5.54693
937	Q005p	Zutendaal	BeLb	BE		50.9422, 5.58923
938	Q006p	Leut	BeLb	BE		50.9976, 5.74558
939	Q007p	Eisden	BeLb	BE		50.9939, 5.71789
940	Q008p	Vucht	BeLb	BE		50.9821, 5.72076
941	Q009p	Maasmechelen	BeLb	BE		50.9681, 5.7103
942	Q010p	Opgrimbie	BeLb	BE		50.9441, 5.69138
943	Q011a	Kotem	BeLb	BE		50.9499, 5.74619
944	Q011p	Boorsem	BeLb	BE		50.9487, 5.72743
945	Q012p	Rekem	BeLb	BE		50.931, 5.71004
946	Q013p	Uikhoven	BeLb	BE		50.9309, 5.7347
947	Q014p	Urmond	Lb	NL		50.9978, 5.77127
948	Q015a	Meers	Lb	NL		50.9674, 5.74287
949	Q015b	Kerensheide	Lb	NL		50.9756, 5.79083
950	Q015p	Stein	Lb	NL		50.9776, 5.76814
951	Q016p	Lutterade	Lb	NL		50.9823, 5.82793
952	Q016q	Krawinkel	Lb	NL		50.9658, 5.82333
953	Q017p	Elsloo	Lb	NL		50.9529, 5.76892
954	Q018a	Moorveld	Lb	NL		50.9205, 5.76471
955	Q018p	Geulle	Lb	NL		50.9343, 5.74903
956	Q019a	Neerbeek	Lb	NL		50.9543, 5.83605
957	Q019b	Groot Genhout	Lb	NL		50.9356, 5.83094
958	Q019z	Geverik / Kelmond	Lb	NL		50.9278, 5.82396
959	Q094a	Kesselt	BeLb	BE		50.847, 5.6415
960	Q020p	Sittard	Lb	NL		51.0077, 5.87808
961	Q021p	Geleen	Lb	NL		50.9798, 5.84914
962	Q022p	Munstergeleen	Lb	NL		50.9825, 5.87485
963	Q027p	Doenrade	Lb	NL		50.9748, 5.91525
964	Q028p	Jabeek	Lb	NL		50.9896, 5.94901
965	Q029p	Bingelrade	Lb	NL		50.974, 5.95277
966	Q030p	Schinveld	Lb	NL		50.9751, 5.98587
967	Q031p	Spaubeek	Lb	NL		50.9424, 5.84679
968	Q032a	Puth	Lb	NL		50.9647, 5.87614
969	Q032b	Sweikhuizen	Lb	NL		50.9582, 5.85978
970	Q032p	Schinnen	Lb	NL		50.9456, 5.89814
971	Q033p	Oirsbeek	Lb	NL		50.9598, 5.91755
972	Q034p	Merkelbeek	Lb	NL		50.9594, 5.95308
973	Q035a	Rumpen	Lb	NL		50.9468, 5.9707
974	Q035p	Brunssum	Lb	NL		50.9517, 5.98014
